Date,Invoice No,Distributor,Description,Account Code,Amount
01/12/2014,17073,6,,12010,-72.400
01/12/2014,17073,6,RESTAURANT : Lobby Bar(Transfer to folio: 20550114 and Invoice No :0),41000,4.400
01/12/2014,17073,6,Room Charge(Transfer to folio: 20550114 and Invoice No :0),40200,68.000
01/11/2014,17074,165,,12010,40.000
01/11/2014,17074,165,Laundry,45200,-2.000
01/11/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/12/2014,17074,165,,12010,40.500
01/12/2014,17074,165,Extra Person- 5Bed=3pax * 1Room * 10$ * 2nights(Transfer from folio: 17980114 and Invoice No :16997),4025,-60.000
01/12/2014,17074,165,Extra Person- 5Bed=3pax * 1Room * 10$ * 2nights(Transfer to folio: 17980114 and Invoice No :16997),4025,60.000
01/12/2014,17074,165,Extra Person- Double +2single=3pax * 1Room * 10$ * 2night(Transfer from folio: 17980114 and Invoice No :16997),4025,-60.000
01/12/2014,17074,165,Extra Person- Double +2single=3pax * 1Room * 10$ * 2night(Transfer to folio: 17980114 and Invoice No :16997),4025,60.000
01/12/2014,17074,165,Extra Person- Standard Twin=2pax * 11Rooms * 10$ * 2nights(Transfer from folio: 17980114 and Invoice No :16997),4025,-440.000
01/12/2014,17074,165,Extra Person- Standard Twin=2pax * 11Rooms * 10$ * 2nights(Transfer to folio: 17980114 and Invoice No :16997),4025,440.000
01/12/2014,17074,165,Extra Person- Superior Double=2pax * 2Rooms * 10$ * 2nights(Transfer from folio: 17980114 and Invoice No :16997),4025,-80.000
01/12/2014,17074,165,Extra Person- Superior Double=2pax * 2Rooms * 10$ * 2nights(Transfer to folio: 17980114 and Invoice No :16997),4025,80.000
01/12/2014,17074,165,Extra Person- Triple=3pax * 2Rooms * 10$ * 2nights(Transfer from folio: 17980114 and Invoice No :16997),4025,-120.000
01/12/2014,17074,165,Extra Person- Triple=3pax * 2Rooms * 10$ * 2nights(Transfer to folio: 17980114 and Invoice No :16997),4025,120.000
01/12/2014,17074,165,Group deposit transfer(Transfer from folio: 17980114 and Invoice No :16997),2001,811.500
01/12/2014,17074,165,Group deposit transfer(Transfer to folio: 17980114 and Invoice No :16997),2001,-811.500
01/12/2014,17074,165,Laundry,45200,-2.500
01/12/2014,17074,165,Other Charge- From OCBC(Transfer from folio: 17980114 and Invoice No :16997),45400,-1607.000
01/12/2014,17074,165,Other Charge- From OCBC(Transfer to folio: 17980114 and Invoice No :16997),45400,1607.000
01/12/2014,17074,165,Room Charge- folio: 17990114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 17990114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 17990114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 17990114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18000114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 18000114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 18000114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18000114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18010114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 18010114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 18010114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18010114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18020114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 18020114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 18020114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18020114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18030114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 18030114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 18030114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18030114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18040114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 18040114(Transfer from folio: 17980114 and Invoice No :16997),40100,-75.000
01/12/2014,17074,165,Room Charge- folio: 18040114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18040114(Transfer to folio: 17980114 and Invoice No :16997),40100,75.000
01/12/2014,17074,165,Room Charge- folio: 18050114(Transfer from folio: 17980114 and Invoice No :16997),40100,-85.000
01/12/2014,17074,165,Room Charge- folio: 18050114(Transfer from folio: 17980114 and Invoice No :16997),40100,-85.000
01/12/2014,17074,165,Room Charge- folio: 18050114(Transfer to folio: 17980114 and Invoice No :16997),40100,85.000
01/12/2014,17074,165,Room Charge- folio: 18050114(Transfer to folio: 17980114 and Invoice No :16997),40100,85.000
01/12/2014,17074,165,Room Charge- folio: 18060114(Transfer from folio: 17980114 and Invoice No :16997),40100,-92.000
01/12/2014,17074,165,Room Charge- folio: 18060114(Transfer from folio: 17980114 and Invoice No :16997),40100,-92.000
01/12/2014,17074,165,Room Charge- folio: 18060114(Transfer to folio: 17980114 and Invoice No :16997),40100,92.000
01/12/2014,17074,165,Room Charge- folio: 18060114(Transfer to folio: 17980114 and Invoice No :16997),40100,92.000
01/12/2014,17074,165,Room Charge- folio: 18070114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18070114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18070114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18070114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18080114(Transfer from folio: 17980114 and Invoice No :16997),40100,-59.000
01/12/2014,17074,165,Room Charge- folio: 18080114(Transfer from folio: 17980114 and Invoice No :16997),40100,-59.000
01/12/2014,17074,165,Room Charge- folio: 18080114(Transfer to folio: 17980114 and Invoice No :16997),40100,59.000
01/12/2014,17074,165,Room Charge- folio: 18080114(Transfer to folio: 17980114 and Invoice No :16997),40100,59.000
01/12/2014,17074,165,Room Charge- folio: 18090114(Transfer from folio: 17980114 and Invoice No :16997),40100,-59.000
01/12/2014,17074,165,Room Charge- folio: 18090114(Transfer from folio: 17980114 and Invoice No :16997),40100,-59.000
01/12/2014,17074,165,Room Charge- folio: 18090114(Transfer to folio: 17980114 and Invoice No :16997),40100,59.000
01/12/2014,17074,165,Room Charge- folio: 18090114(Transfer to folio: 17980114 and Invoice No :16997),40100,59.000
01/12/2014,17074,165,Room Charge- folio: 18100114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18100114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18100114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18100114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18110114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18110114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18110114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18110114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18120114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18120114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18120114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18120114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18130114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18130114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18130114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18130114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18140114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18140114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18140114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18140114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18150114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18150114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18150114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18150114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18160114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18160114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18160114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18160114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18170114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18170114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18170114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18170114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18180114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18180114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18180114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18180114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18190114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18190114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18190114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18190114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18200114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18200114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18200114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18200114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18210114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18210114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18210114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18210114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18220114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18220114(Transfer from folio: 17980114 and Invoice No :16997),40100,-39.000
01/12/2014,17074,165,Room Charge- folio: 18220114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge- folio: 18220114(Transfer to folio: 17980114 and Invoice No :16997),40100,39.000
01/12/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/13/2014,17074,165,,12010,38.000
01/13/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/14/2014,17074,165,,12010,40.500
01/14/2014,17074,165,Laundry,45200,-2.500
01/14/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/15/2014,17074,165,,12010,38.000
01/15/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/16/2014,17074,165,,12010,40.000
01/16/2014,17074,165,Laundry- 2 kg,45200,-2.000
01/16/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/17/2014,17074,165,,12010,38.000
01/17/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/18/2014,17074,165,,12010,38.000
01/18/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/19/2014,17074,165,,12010,-313.000
01/19/2014,17074,165,,23100,-113.000
01/19/2014,17074,165,Cash,11100,466.000
01/19/2014,17074,165,Laundry,45200,-2.000
01/19/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/20/2014,17074,165,,23100,38.000
01/20/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/21/2014,17074,165,,23100,40.000
01/21/2014,17074,165,Laundry,45200,-2.000
01/21/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/22/2014,17074,165,,12010,3.000
01/22/2014,17074,165,,23100,35.000
01/22/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/23/2014,17074,165,,12010,40.500
01/23/2014,17074,165,Laundry- 2.5 kg,45200,-2.500
01/23/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/24/2014,17074,165,,12010,38.000
01/24/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/25/2014,17074,165,,12010,38.000
01/25/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/26/2014,17074,165,,12010,41.000
01/26/2014,17074,165,Laundry,45200,-3.000
01/26/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/27/2014,17074,165,,12010,38.000
01/27/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/28/2014,17074,165,,12010,38.000
01/28/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/29/2014,17074,165,,12010,40.000
01/29/2014,17074,165,Laundry,45200,-2.000
01/29/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/30/2014,17074,165,,12010,38.000
01/30/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/31/2014,17074,165,,12010,41.000
01/31/2014,17074,165,Laundry,45200,-3.000
01/31/2014,17074,165,Room Charge from : 20770114,40100,-38.000
01/11/2014,17075,18,,12010,98.000
01/11/2014,17075,18,R-Charge- For 10/Jan/2014,40100,-49.000
01/11/2014,17075,18,R-Charge- For 11/Jan/2014,40100,-49.000
01/12/2014,17075,18,,12010,49.000
01/12/2014,17075,18,Room Charge from : 19490114,40200,-49.000
01/13/2014,17075,18,,12010,49.000
01/13/2014,17075,18,Room Charge from : 19490114,40200,-49.000
01/14/2014,17075,18,,12010,49.000
01/14/2014,17075,18,Room Charge from : 19490114,40200,-49.000
01/15/2014,17075,18,,12010,49.000
01/15/2014,17075,18,Room Charge from : 19490114,40200,-49.000
01/16/2014,17075,18,,12010,-294.000
01/16/2014,17075,18,R-Charge- For 10/Jan/2014(Transfer to folio: 27600114 and Invoice No :0),40200,49.000
01/16/2014,17075,18,R-Charge- For 11/Jan/2014(Transfer to folio: 27600114 and Invoice No :0),40200,49.000
01/16/2014,17075,18,Room Charge(Transfer to folio: 27600114 and Invoice No :0),40200,49.000
01/16/2014,17075,18,Room Charge(Transfer to folio: 27600114 and Invoice No :0),40200,49.000
01/16/2014,17075,18,Room Charge(Transfer to folio: 27600114 and Invoice No :0),40200,49.000
01/16/2014,17075,18,Room Charge(Transfer to folio: 27600114 and Invoice No :0),40200,49.000
01/11/2014,17076,5,,12010,68.000
01/11/2014,17076,5,Room Charge from : 10260114,40200,-68.000
01/12/2014,17076,5,,12010,-68.000
01/12/2014,17076,5,Cash,11100,136.000
01/12/2014,17076,5,Room Charge(Transfer from folio: 10280114 and Invoice No :17077),40200,-68.000
01/11/2014,17077,6,,12010,68.000
01/11/2014,17077,6,Room Charge from : 10280114,40200,-68.000
01/12/2014,17077,6,,12010,-68.000
01/12/2014,17077,6,Room Charge(Transfer from folio: 10280114 and Invoice No :17077),40200,-68.000
01/12/2014,17077,6,Room Charge(Transfer to folio: 10260114 and Invoice No :17076),40200,68.000
01/12/2014,17077,6,Room Charge(Transfer to folio: 10280114 and Invoice No :17077),40200,68.000
01/11/2014,17078,4,,12010,49.000
01/11/2014,17078,4,Room Charge from : 16090114,40200,-49.000
01/12/2014,17078,4,,12010,-49.000
01/12/2014,17078,4,Room Charge(Transfer to folio: 20570114 and Invoice No :0),40200,49.000
01/12/2014,17079,54,,12010,38.000
01/12/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/13/2014,17079,54,,12010,-38.000
01/13/2014,17079,54,,23100,-150.500
01/13/2014,17079,54,Laundry,45200,-1.000
01/13/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/13/2014,17079,54,Visa Card/Credit Card,11300,227.500
01/14/2014,17079,54,,23100,38.000
01/14/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/15/2014,17079,54,,23100,40.000
01/15/2014,17079,54,Laundry,45200,-2.000
01/15/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/16/2014,17079,54,,23100,38.000
01/16/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/17/2014,17079,54,,12010,3.500
01/17/2014,17079,54,,23100,34.500
01/17/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/18/2014,17079,54,,12010,40.000
01/18/2014,17079,54,Laundry,45200,-2.000
01/18/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/19/2014,17079,54,,12010,38.000
01/19/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/20/2014,17079,54,,12010,38.000
01/20/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/21/2014,17079,54,,12010,39.500
01/21/2014,17079,54,Laundry,45200,-1.500
01/21/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/22/2014,17079,54,,12010,38.000
01/22/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/23/2014,17079,54,,12010,39.500
01/23/2014,17079,54,Laundry- 1.5 kg,45200,-1.500
01/23/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/24/2014,17079,54,,12010,39.500
01/24/2014,17079,54,Laundry,45200,-1.500
01/24/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/25/2014,17079,54,,12010,38.000
01/25/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/26/2014,17079,54,,12010,-314.000
01/26/2014,17079,54,,23100,-151.500
01/26/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/26/2014,17079,54,Visa Card/Credit Card,11300,503.500
01/27/2014,17079,54,,23100,39.500
01/27/2014,17079,54,Laundry,45200,-1.500
01/27/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/28/2014,17079,54,,23100,38.000
01/28/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/29/2014,17079,54,,23100,39.500
01/29/2014,17079,54,Laundry- Laundry,45200,-1.500
01/29/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/30/2014,17079,54,,12010,3.500
01/30/2014,17079,54,,23100,34.500
01/30/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/31/2014,17079,54,,12010,38.000
01/31/2014,17079,54,Room Charge from : 20790114,40100,-38.000
01/12/2014,17080,6,,23100,-80.000
01/12/2014,17080,6,Cash,11100,148.000
01/12/2014,17080,6,Room Charge from : 22170114,40200,-68.000
01/13/2014,17080,6,,23100,80.000
01/13/2014,17080,6,Cash(Transfer to folio: 22180114 and Invoice No :17104),11100,-148.000
01/13/2014,17080,6,Room Charge(Transfer to folio: 22180114 and Invoice No :17104),40200,68.000
01/12/2014,17081,6,,23100,-100.000
01/12/2014,17081,6,Deposit from reservation id 810-20140110,11100,100.000
01/12/2014,17081,6,Deposit Transfer(Transfer from folio: 21010114 and Invoice No :0),2001,405.000
01/12/2014,17081,6,Deposit Transfer(Transfer to folio: 22220114 and Invoice No :0),2001,-405.000
01/31/2014,17081,6,,23100,74.000
01/31/2014,17081,6,Room Charge from : 18240114,40100,-74.000
01/12/2014,17082,16,,23100,-617.600
01/12/2014,17082,16,Cash(Transfer from folio: 19450114 and Invoice No :17070),11100,764.000
01/12/2014,17082,16,RESTAURANT : Lobby Bar(Transfer from folio: 19300114 and Invoice No :17073),41000,-4.400
01/12/2014,17082,16,Room Charge from : 20390114,40100,-49.000
01/12/2014,17082,16,Room Charge(Transfer from folio: 16090114 and Invoice No :17078),40200,-49.000
01/12/2014,17082,16,Room Charge(Transfer from folio: 19300114 and Invoice No :17073),40200,-68.000
01/12/2014,17082,16,Room Charge(Transfer from folio: 19450114 and Invoice No :17070),40200,-74.000
01/12/2014,17082,16,Visa Card/Credit Card,11300,98.000
01/13/2014,17082,16,,23100,-49.000
01/13/2014,17082,16,Room Charge from : 20390114,40100,-49.000
01/13/2014,17082,16,Visa Card/Credit Card,11300,98.000
01/14/2014,17082,16,,23100,98.000
01/14/2014,17082,16,Room Charge(Transfer to folio: 22530114 and Invoice No :0),40100,49.000
01/14/2014,17082,16,Room Charge(Transfer to folio: 22530114 and Invoice No :0),40100,49.000
01/14/2014,17082,16,Visa Card/Credit Card(Transfer to folio: 22530114 and Invoice No :0),11300,-98.000
01/14/2014,17082,16,Visa Card/Credit Card(Transfer to folio: 22530114 and Invoice No :0),11300,-98.000
01/12/2014,17083,11,,12010,57.000
01/12/2014,17083,11,Breakfast,41000,-12.000
01/12/2014,17083,11,Room Charge from : 20970114,40100,-45.000
01/13/2014,17083,11,,12010,75.000
01/13/2014,17083,11,Extra Person- 2day,4025,-30.000
01/13/2014,17083,11,Room Charge from : 20970114,40100,-45.000
01/14/2014,17083,11,,12010,-132.000
01/14/2014,17083,11,Breakfast(Transfer to folio: 22220114 and Invoice No :17106),41000,12.000
01/14/2014,17083,11,Extra Person- 2day(Transfer to folio: 22220114 and Invoice No :17106),4025,30.000
01/14/2014,17083,11,Room Charge(Transfer to folio: 22220114 and Invoice No :17106),40100,45.000
01/14/2014,17083,11,Room Charge(Transfer to folio: 22220114 and Invoice No :17106),40100,45.000
01/12/2014,17084,6,,23100,-249.000
01/12/2014,17084,6,Cash,11100,288.000
01/12/2014,17084,6,Room Charge from : 18320114,40100,-39.000
01/13/2014,17084,6,,23100,249.000
01/13/2014,17084,6,Cash(Transfer to folio: 18340114 and Invoice No :17089),11100,-288.000
01/13/2014,17084,6,Room Charge(Transfer to folio: 18340114 and Invoice No :17089),40100,39.000
01/12/2014,17085,18,,12010,49.000
01/12/2014,17085,18,Room Charge from : 9541013,40100,-49.000
01/13/2014,17085,18,,12010,56.500
01/13/2014,17085,18,Laundry,45200,-7.500
01/13/2014,17085,18,Room Charge from : 9541013,40100,-49.000
01/14/2014,17085,18,,12010,37.500
01/14/2014,17085,18,Laundry,45200,-4.500
01/14/2014,17085,18,Room Charge from : 9541013,40100,-33.000
01/15/2014,17085,18,,12010,71.000
01/15/2014,17085,18,Breakfast- CHECK IN EARLY BF 2PAX X3$,41000,-6.000
01/15/2014,17085,18,Other Charge- Adjust Rate for 14/Jan/2014,45400,-16.000
01/15/2014,17085,18,Room Charge from : 9541013,40100,-49.000
01/16/2014,17085,18,,12010,49.000
01/16/2014,17085,18,Room Charge from : 9541013,40100,-49.000
01/17/2014,17085,18,,12010,49.000
01/17/2014,17085,18,Room Charge from : 9541013,40100,-49.000
01/18/2014,17085,18,,12010,-312.000
01/18/2014,17085,18,Visa Card/Credit Card- Pay for room charge-Laundry-Breakfast,11300,312.000
01/12/2014,17086,4,,12010,39.000
01/12/2014,17086,4,Room Charge from : 16560114,40100,-39.000
01/13/2014,17086,4,,12010,-39.000
01/13/2014,17086,4,Room Charge(Transfer to folio: 18340114 and Invoice No :17089),40100,39.000
01/12/2014,17087,4,,12010,39.000
01/12/2014,17087,4,Room Charge from : 16580114,40100,-39.000
01/13/2014,17087,4,,12010,-39.000
01/13/2014,17087,4,Room Charge(Transfer to folio: 19910114 and Invoice No :17092),40100,39.000
01/12/2014,17088,4,,12010,39.000
01/12/2014,17088,4,Room Charge from : 16600114,40100,-39.000
01/13/2014,17088,4,,12010,-39.000
01/13/2014,17088,4,Room Charge(Transfer to folio: 18340114 and Invoice No :17089),40100,39.000
01/12/2014,17089,11,,12010,39.000
01/12/2014,17089,11,Room Charge from : 18340114,40100,-39.000
01/13/2014,17089,11,,12010,-39.000
01/13/2014,17089,11,Cash(Transfer from folio: 18320114 and Invoice No :17084),11100,288.000
01/13/2014,17089,11,Room Charge(Transfer from folio: 16560114 and Invoice No :17086),40100,-39.000
01/13/2014,17089,11,Room Charge(Transfer from folio: 16600114 and Invoice No :17088),40100,-39.000
01/13/2014,17089,11,Room Charge(Transfer from folio: 18320114 and Invoice No :17084),40100,-39.000
01/13/2014,17089,11,Room Charge(Transfer from folio: 18770114 and Invoice No :17090),40100,-15.000
01/13/2014,17089,11,Room Charge(Transfer from folio: 19910114 and Invoice No :17092),40100,-39.000
01/13/2014,17089,11,Room Charge(Transfer from folio: 21790114 and Invoice No :17102),40100,-39.000
01/13/2014,17089,11,Room Charge(Transfer from folio: 22160114 and Invoice No :17103),40100,-39.000
01/12/2014,17090,4,,12010,15.000
01/12/2014,17090,4,Room Charge from : 18770114,40100,-15.000
01/13/2014,17090,4,,12010,-15.000
01/13/2014,17090,4,Room Charge(Transfer to folio: 18340114 and Invoice No :17089),40100,15.000
01/12/2014,17091,22,,12010,86.000
01/12/2014,17091,22,Room Charge from : 19890114,40200,-86.000
01/13/2014,17091,22,,12010,93.500
01/13/2014,17091,22,Laundry,45200,-7.500
01/13/2014,17091,22,Room Charge from : 19890114,40200,-86.000
01/14/2014,17091,22,,12010,86.000
01/14/2014,17091,22,Room Charge from : 19890114,40200,-86.000
01/15/2014,17091,22,,12010,86.000
01/15/2014,17091,22,Room Charge from : 19890114,40200,-86.000
01/16/2014,17091,22,,12010,78.500
01/16/2014,17091,22,Cash,11100,7.500
01/16/2014,17091,22,Room Charge from : 19890114,40200,-86.000
01/17/2014,17091,22,,12010,86.000
01/17/2014,17091,22,Room Charge from : 19890114,40200,-86.000
01/18/2014,17091,22,,12010,86.000
01/18/2014,17091,22,Room Charge from : 19890114,40200,-86.000
01/19/2014,17091,22,,12010,86.000
